feature,observations,pearson_corr_with_cor001_raw,spearman_corr_with_cor001_raw
cor001_percentile_252d,3712,0.6995495286071673,0.7176765670186745
cor001_zscore_252d,3712,0.7230202351607652,0.731667126219709
spy_abs_return,3712,0.34629515197365246,0.2509482766884225
spy_realized_vol_20d,3712,0.6672724202950643,0.6267697407796511
spy_distance_sma200,3712,-0.6385286258629087,-0.5781359738051276
spy_drawdown_52w,3712,-0.6513682536782283,-0.5715795475110651
brd001_pct_above_sma200,3712,-0.569975613924745,-0.4087586185057282
brd001_zscore,3573,-0.3192534877916441,-0.27630458490946663
brd001_percentile,3573,-0.3120792799143216,-0.282871524426998
