correlation_state,observations,mean_corr,median_corr,mean_corr_percentile,mean_coverage,mean_spy_abs_return,mean_spy_realized_vol_20d,mean_spy_distance_sma200,mean_spy_drawdown_52w,mean_breadth,mean_breadth_zscore,mean_breadth_percentile
HIGH_CORRELATION,702,0.45114324650270654,0.43545375799999997,0.9380285352494302,0.944147083314245,0.01239097033401122,0.2540358953256819,-0.02152801919458969,-0.0971492756032593,0.45863333739531337,-1.5419601391347117,0.18598451650625
LOW_CORRELATION,985,0.21129072499165483,0.2158247747,0.07993312384119391,0.944101886142132,0.00486589681868675,0.10010038913529115,0.07868006352436607,-0.016315308480621623,0.7401134159782741,0.49176727594676517,0.6485819031491583
MID_CORRELATION,2025,0.30376906072765436,0.3067822614,0.4807897315309136,0.932035441672,0.006539652080103546,0.13233178390545772,0.05325269933080865,-0.030587642920358725,0.6906812837092345,0.03071631635351064,0.5144402630198264
