workflow_state,observations,coverage,ticker_count,year_count,mean_csm_score,mean_tsm_direction_score,mean_future_return_21d,median_future_return_21d,positive_return_rate_21d,mean_future_return_63d,median_future_return_63d,positive_return_rate_63d,mean_future_return_126d,median_future_return_126d,positive_return_rate_126d
CSM_HIGH_x_TSM_HIGH,178612,0.10097691142217498,481,15,0.9504705756846233,1.0,0.019793546449265943,0.016536434548661716,0.5757619868765816,0.05767931199438791,0.04330229148017639,0.6054856336640315,0.11972579825475957,0.08193340281832373,0.6310102344747274
CSM_HIGH_x_TSM_LOW,0,0.0,0,0,,,,,,,,,,,
CSM_NOT_HIGH_x_TSM_HIGH,1099833,0.6217820718663079,498,15,0.5648303473768912,1.0,0.011773784214906397,0.01293390658626814,0.5828002978634029,0.03558966462154777,0.035718926974444676,0.6221790035396283,0.07341899975083425,0.06837051404193373,0.6517807703533173
CSM_NOT_HIGH_x_TSM_LOW,490395,0.27724101671151713,498,15,0.19053208134875918,-0.9997410250920177,0.01863404303242582,0.016688729134698432,0.5785193568449923,0.05370994317956293,0.04888543295910397,0.6194353531336984,0.10371590794837322,0.08438945871638348,0.6394212828434221
