sample,horizon_days,workflow,benchmark,gross_mean_spread,transaction_cost_scenario,slippage_scenario,total_round_trip_drag,turnover_diff_assumption,net_mean_spread,survives_cost
reference,21,CSM_SUBSET_WITHIN_TSM,TSM_BROAD_NOT_CSM,0.0067043220507428,High,Stress,0.0075,0.04600601859427819,0.006359276911285714,True
reference,21,CSM_SUBSET_WITHIN_TSM,TSM_BROAD_NOT_CSM,0.0067043220507428,Stress,Low,0.0054,0.04600601859427819,0.006455889550333698,True
reference,21,CSM_SUBSET_WITHIN_TSM,TSM_BROAD_NOT_CSM,0.0067043220507428,Stress,Medium,0.006,0.04600601859427819,0.006428285939177131,True
reference,21,CSM_SUBSET_WITHIN_TSM,TSM_BROAD_NOT_CSM,0.0067043220507428,Stress,High,0.007,0.04600601859427819,0.006382279920582852,True
reference,21,CSM_SUBSET_WITHIN_TSM,TSM_BROAD_NOT_CSM,0.0067043220507428,Stress,Stress,0.01,0.04600601859427819,0.006244261864800018,True
reference,63,CSM_SUBSET_WITHIN_TSM,TSM_BROAD_NOT_CSM,0.0182330370784902,Low,Low,0.0009,0.0461891257423189,0.018191466865322112,True
reference,63,CSM_SUBSET_WITHIN_TSM,TSM_BROAD_NOT_CSM,0.0182330370784902,Low,Medium,0.0015,0.0461891257423189,0.018163753389876722,True
reference,63,CSM_SUBSET_WITHIN_TSM,TSM_BROAD_NOT_CSM,0.0182330370784902,Low,High,0.0025,0.0461891257423189,0.018117564264134405,True
reference,63,CSM_SUBSET_WITHIN_TSM,TSM_BROAD_NOT_CSM,0.0182330370784902,Low,Stress,0.0055,0.0461891257423189,0.017978996886907447,True
reference,63,CSM_SUBSET_WITHIN_TSM,TSM_BROAD_NOT_CSM,0.0182330370784902,Medium,Low,0.0014,0.0461891257423189,0.018168372302450955,True
reference,63,CSM_SUBSET_WITHIN_TSM,TSM_BROAD_NOT_CSM,0.0182330370784902,Medium,Medium,0.002,0.0461891257423189,0.01814065882700556,True
reference,63,CSM_SUBSET_WITHIN_TSM,TSM_BROAD_NOT_CSM,0.0182330370784902,Medium,High,0.003,0.0461891257423189,0.018094469701263244,True
reference,63,CSM_SUBSET_WITHIN_TSM,TSM_BROAD_NOT_CSM,0.0182330370784902,Medium,Stress,0.006,0.0461891257423189,0.017955902324036287,True
reference,63,CSM_SUBSET_WITHIN_TSM,TSM_BROAD_NOT_CSM,0.0182330370784902,High,Low,0.0029000000000000002,0.0461891257423189,0.018099088613837477,True
reference,63,CSM_SUBSET_WITHIN_TSM,TSM_BROAD_NOT_CSM,0.0182330370784902,High,Medium,0.0035,0.0461891257423189,0.018071375138392083,True
reference,63,CSM_SUBSET_WITHIN_TSM,TSM_BROAD_NOT_CSM,0.0182330370784902,High,High,0.0045000000000000005,0.0461891257423189,0.018025186012649765,True
reference,63,CSM_SUBSET_WITHIN_TSM,TSM_BROAD_NOT_CSM,0.0182330370784902,High,Stress,0.0075,0.0461891257423189,0.017886618635422808,True
reference,63,CSM_SUBSET_WITHIN_TSM,TSM_BROAD_NOT_CSM,0.0182330370784902,Stress,Low,0.0054,0.0461891257423189,0.01798361579948168,True
reference,63,CSM_SUBSET_WITHIN_TSM,TSM_BROAD_NOT_CSM,0.0182330370784902,Stress,Medium,0.006,0.0461891257423189,0.017955902324036287,True
reference,63,CSM_SUBSET_WITHIN_TSM,TSM_BROAD_NOT_CSM,0.0182330370784902,Stress,High,0.007,0.0461891257423189,0.01790971319829397,True
reference,63,CSM_SUBSET_WITHIN_TSM,TSM_BROAD_NOT_CSM,0.0182330370784902,Stress,Stress,0.01,0.0461891257423189,0.01777114582106701,True
reference,126,CSM_SUBSET_WITHIN_TSM,TSM_BROAD_NOT_CSM,0.0414043012146387,Low,Low,0.0009,0.046265230110819205,0.041362662507538964,True
reference,126,CSM_SUBSET_WITHIN_TSM,TSM_BROAD_NOT_CSM,0.0414043012146387,Low,Medium,0.0015,0.046265230110819205,0.04133490336947247,True
reference,126,CSM_SUBSET_WITHIN_TSM,TSM_BROAD_NOT_CSM,0.0414043012146387,Low,High,0.0025,0.046265230110819205,0.04128863813936165,True
reference,126,CSM_SUBSET_WITHIN_TSM,TSM_BROAD_NOT_CSM,0.0414043012146387,Low,Stress,0.0055,0.046265230110819205,0.041149842449029195,True
reference,126,CSM_SUBSET_WITHIN_TSM,TSM_BROAD_NOT_CSM,0.0414043012146387,Medium,Low,0.0014,0.046265230110819205,0.04133952989248355,True
reference,126,CSM_SUBSET_WITHIN_TSM,TSM_BROAD_NOT_CSM,0.0414043012146387,Medium,Medium,0.002,0.046265230110819205,0.04131177075441706,True
reference,126,CSM_SUBSET_WITHIN_TSM,TSM_BROAD_NOT_CSM,0.0414043012146387,Medium,High,0.003,0.046265230110819205,0.041265505524306245,True
reference,126,CSM_SUBSET_WITHIN_TSM,TSM_BROAD_NOT_CSM,0.0414043012146387,Medium,Stress,0.006,0.046265230110819205,0.04112670983397378,True
reference,126,CSM_SUBSET_WITHIN_TSM,TSM_BROAD_NOT_CSM,0.0414043012146387,High,Low,0.0029000000000000002,0.046265230110819205,0.041270132047317325,True
reference,126,CSM_SUBSET_WITHIN_TSM,TSM_BROAD_NOT_CSM,0.0414043012146387,High,Medium,0.0035,0.046265230110819205,0.041242372909250834,True
reference,126,CSM_SUBSET_WITHIN_TSM,TSM_BROAD_NOT_CSM,0.0414043012146387,High,High,0.0045000000000000005,0.046265230110819205,0.04119610767914001,True
reference,126,CSM_SUBSET_WITHIN_TSM,TSM_BROAD_NOT_CSM,0.0414043012146387,High,Stress,0.0075,0.046265230110819205,0.041057311988807556,True
reference,126,CSM_SUBSET_WITHIN_TSM,TSM_BROAD_NOT_CSM,0.0414043012146387,Stress,Low,0.0054,0.046265230110819205,0.041154468972040274,True
reference,126,CSM_SUBSET_WITHIN_TSM,TSM_BROAD_NOT_CSM,0.0414043012146387,Stress,Medium,0.006,0.046265230110819205,0.04112670983397378,True
reference,126,CSM_SUBSET_WITHIN_TSM,TSM_BROAD_NOT_CSM,0.0414043012146387,Stress,High,0.007,0.046265230110819205,0.04108044460386297,True
reference,126,CSM_SUBSET_WITHIN_TSM,TSM_BROAD_NOT_CSM,0.0414043012146387,Stress,Stress,0.01,0.046265230110819205,0.040941648913530505,True
