score_variant,segment_type,segment,trade_count,win_rate_pct,avg_R,median_R,auc,ic,top_decile_trade_count,top_decile_win_rate_pct,top_decile_avg_R,bottom_decile_trade_count,bottom_decile_win_rate_pct,bottom_decile_avg_R,lift_avg_R,calibration_slope,calibration_monotonicity,year,train_trade_count,test_trade_count,train_year_span
TREND_STRENGTH_PROXY,OVERALL,OVERALL_OOS,1335,36.17977528089887,-0.03787650539832117,-0.5239689666227236,0.5108938656091137,0.06559689945782676,134,39.55223880597015,0.21728440537736132,134,41.04477611940299,-0.1628226455359448,0.3801070509133061,0.005992509363295853,0.5,2014,5678,1335,2010-2013
TREND_STRENGTH_PROXY,OVERALL,OVERALL_OOS,1239,30.508474576271187,-0.30697335295907674,-0.6268556879085714,0.4987187286838855,-0.005800551339883106,124,29.838709677419356,-0.26273681142889843,124,29.03225806451613,-0.3405058193120745,0.07776900788317609,-0.006451612903225852,0.5,2015,7013,1239,2010-2014
TREND_STRENGTH_PROXY,OVERALL,OVERALL_OOS,1364,39.002932551319645,0.1941312399366515,-0.40493845213858815,0.5101124204742625,0.044279063657569326,137,43.06569343065693,0.4032753739817243,137,37.22627737226277,0.09968993771841134,0.30358543626331297,0.0065934065934065735,0.75,2016,8252,1364,2010-2015
TREND_STRENGTH_PROXY,OVERALL,OVERALL_OOS,1620,42.098765432098766,0.25078158765664327,-0.3375608595006375,0.47185782440958174,-0.06862658488314494,162,31.48148148148148,-0.17272419876132183,162,48.76543209876543,0.5794258759604045,-0.7521500747217263,-0.016975308641975363,0.0,2017,9616,1620,2010-2016
TREND_STRENGTH_PROXY,OVERALL,OVERALL_OOS,1162,32.61617900172117,-0.206441204003291,-0.631760000099111,0.5291400034371556,0.07432369192095814,117,45.2991452991453,0.3837039225272701,117,28.205128205128204,-0.38987984960015304,0.7735837721274231,0.013730205712594338,0.5,2018,11236,1162,2010-2017
TREND_STRENGTH_PROXY,OVERALL,OVERALL_OOS,1171,41.16140051238258,0.07710052566205736,-0.3587927971863718,0.5049894910538455,0.014890377913726589,118,38.13559322033898,0.09746978739639316,118,44.91525423728814,0.16557616336589828,-0.06810637596950513,0.001642116748499658,0.5,2019,12398,1171,2010-2018
TREND_STRENGTH_PROXY,OVERALL,OVERALL_OOS,1381,39.53656770456191,0.06967598704523575,-0.4439591844212309,0.5154635783378299,0.05137189859429686,139,38.84892086330935,0.3004729073039841,139,35.97122302158273,-0.11085340412907589,0.41132631143306003,0.008211688379636853,0.5,2020,13569,1381,2010-2019
TREND_STRENGTH_PROXY,OVERALL,OVERALL_OOS,1565,35.20766773162939,-0.06050238542140398,-0.4642175055972697,0.46949781104464894,-0.009460686558305762,157,28.02547770700637,-0.18131510474892923,157,37.57961783439491,-0.1111575764113257,-0.07015752833760353,-0.016293929712460097,0.25,2021,14950,1565,2010-2020
TREND_STRENGTH_PROXY,OVERALL,OVERALL_OOS,1017,32.055063913470995,-0.17074156591030146,-0.5677933022808946,0.4961112640167624,-0.0005215278814977309,102,28.431372549019606,-0.32982773669903864,102,25.49019607843137,-0.3433793884366889,0.013551651737650272,-0.0019801023857819173,0.75,2022,16515,1017,2010-2021
TREND_STRENGTH_PROXY,OVERALL,OVERALL_OOS,1292,33.51393188854489,-0.10553019400128773,-0.5712999226533462,0.5086074091201166,0.011815913294109446,130,39.23076923076923,0.2702500611245476,130,34.61538461538461,-0.10693623825890011,0.3771862993834477,0.003875968992248021,0.5,2023,17532,1292,2010-2022
TREND_STRENGTH_PROXY,OVERALL,OVERALL_OOS,1636,39.7921760391198,0.12014482505675274,-0.4402052078628192,0.5222500331391767,0.022770317369095426,164,46.34146341463415,0.4221116749261428,164,35.36585365853659,0.12397612417108826,0.29813555075505455,0.012782501678227752,0.5,2024,18824,1636,2010-2023
TREND_STRENGTH_PROXY,OVERALL,OVERALL_OOS,1192,31.1241610738255,-0.21463281056022157,-0.5824838605502002,0.4871319244495077,-0.03925694331897837,120,35.0,0.13525463971966503,120,35.0,-0.011755623906122762,0.14701026362578778,-0.00712527688899828,0.5,2025,20460,1192,2010-2024
