mechanism_label,observations,mean_spread_deviation,mean_cp_contribution,mean_tbill_contribution,max_spread_deviation,pct_observations
CP_UP_AND_TBILL_DOWN,380,0.1916392021720969,0.058054302422723476,0.13358489974937343,2.462698412698413,0.058796224663468975
CP_UP_DOMINANT,2641,0.011095890205129131,0.6283250542423204,-0.6172291640371913,0.9714682539682541,0.4086337614111094
INSUFFICIENT_OR_NEUTRAL,2,-4.85722573273506e-17,0.4614484126984128,-0.461448412698413,1.3877787807814457e-17,0.00030945381401825775
OTHER_OFFSETTING,424,-0.06498062668463611,-0.0344324648098233,-0.03054816187481281,-0.0019047619047618813,0.06560420857187065
TBILL_DOWN_DOMINANT,3016,-0.04137808671213844,-0.6209268688686792,0.5795487821565407,1.7474603174603176,0.4666563515395327
