month,valid_industries,formation_return_mean,formation_return_std,formation_return_spread_p90_p10,top_decile_count,bottom_decile_count
2011-05-31,49,0.18366267201401254,0.1371785139817122,0.3170144847949403,5,5
2011-06-30,49,0.31801447923927834,0.15203084918389168,0.38274726868791575,5,5
2011-07-31,49,0.39617873485558924,0.1633548485243498,0.4107060108398815,5,5
2011-08-31,49,0.2792456834644393,0.1328481026589683,0.32145356149831106,5,5
2011-09-30,49,0.3067905503795162,0.14936844498832896,0.34675639387003165,5,5
2011-10-31,49,0.11102287992870839,0.11598570883921147,0.26859080852795597,5,5
2011-11-30,49,-0.047159862895062334,0.11606610426340472,0.3007735375271905,5,5
2011-12-31,49,0.06277064548162918,0.11165231770024799,0.2932055801749978,5,5
2012-01-31,49,-0.0018745157714962388,0.1346069690396971,0.36673277186215736,5,5
2012-02-29,49,-0.01840657703030116,0.15308928440316746,0.37707386742908916,5,5
2012-03-31,49,0.0022784240667499726,0.1259497349643687,0.2844605574510992,5,5
2012-04-30,49,0.020084346986889177,0.1354763312280087,0.28923452902578584,5,5
2012-05-31,49,0.016009715023667027,0.14304157831679667,0.30034229423568903,5,5
2012-06-30,49,0.015902178065703827,0.13502755267046898,0.32309876611253396,5,5
2012-07-31,49,-0.038532004707709976,0.14625888400937825,0.3279934858849074,5,5
2012-08-31,49,0.02743132355717929,0.1522513429203877,0.35148601478187647,5,5
2012-09-30,49,0.08865879952205553,0.16514691804566964,0.42795077841269236,5,5
2012-10-31,49,0.2532076828099639,0.15764935066895555,0.34066519018341307,5,5
2012-11-30,49,0.13966481794313412,0.1491114463696879,0.32397307517692325,5,5
2012-12-31,49,0.13063094290600327,0.13340154730070503,0.2869274113326016,5,5
2013-01-31,49,0.14739373101560893,0.13000647397821016,0.27435090105597676,5,5
2013-02-28,49,0.09953775974363122,0.12219655848848468,0.2975141014749485,5,5
2013-03-31,49,0.12294811186636517,0.13726680686252865,0.2826942425658835,5,5
2013-04-30,49,0.1135187443314881,0.1323886792651611,0.282404328824253,5,5
2013-05-31,49,0.17607578997081058,0.14770959744183654,0.3219264717834561,5,5
2013-06-30,49,0.2682710929546033,0.15767033337140832,0.315835300439843,5,5
2013-07-31,49,0.2623860609260862,0.16659877110759097,0.3724699709349959,5,5
2013-08-31,49,0.2480800425239855,0.19184287793580085,0.4578063554980398,5,5
2013-09-30,49,0.27580683577859694,0.20191553318161107,0.3915747632511633,5,5
2013-10-31,49,0.20752173699073748,0.18883473994784902,0.36502480030515994,5,5
2013-11-30,49,0.2684678988212466,0.21043199307840701,0.39149228859809143,5,5
2013-12-31,49,0.3065048375116243,0.1987035337581297,0.4034401739790069,5,5
2014-01-31,49,0.3135085871948814,0.2065315716084621,0.3883274514912855,5,5
2014-02-28,49,0.2818040941922387,0.19070730044538522,0.40941898316989517,5,5
2014-03-31,49,0.2193116294972739,0.17850571634502593,0.34126069301516226,5,5
2014-04-30,49,0.22225042571913495,0.17786335509271858,0.3170037728626271,5,5
2014-05-31,49,0.2190604025513707,0.1567509876340864,0.28710272587338687,5,5
2014-06-30,49,0.1824888430553334,0.13517870100858245,0.23661523872929074,5,5
2014-07-31,49,0.22757084385962675,0.14041512080116458,0.23108688862759963,5,5
2014-08-31,49,0.19687909484333554,0.11680194529364564,0.18550025431126105,5,5
2014-09-30,49,0.18527508433818948,0.12511488219238726,0.24721670133603205,5,5
2014-10-31,49,0.18484687911905423,0.12195191545912777,0.22395557747997558,5,5
2014-11-30,49,0.09757694995521746,0.1276883783101115,0.2552320923886302,5,5
2014-12-31,49,0.0910830700904799,0.12450063810715283,0.25679198412187354,5,5
2015-01-31,49,0.08515611708233516,0.13715667184302668,0.3390359798579098,5,5
2015-02-28,49,0.11867067496623174,0.1419413403215947,0.3358646803229855,5,5
2015-03-31,49,0.03910413593766665,0.15372310369816472,0.34730565445372324,5,5
2015-04-30,49,0.10415364345718234,0.14447516913393096,0.314047183538478,5,5
2015-05-31,49,0.09030019568233218,0.16549942436330084,0.36809816444831767,5,5
2015-06-30,49,0.07065103133983558,0.12922526928569344,0.28667230711195396,5,5
2015-07-31,49,0.050728225850973536,0.15408765106033628,0.3178193539430253,5,5
2015-08-31,49,0.06477262373881428,0.1656659947313079,0.3862059576446621,5,5
2015-09-30,49,0.02140037587230423,0.19517254457784428,0.5252487034232931,5,5
2015-10-31,49,-0.0027039806027725675,0.16459326386990286,0.4296933109618636,5,5
2015-11-30,49,-0.06651278933982718,0.1648981638737362,0.3388513422943005,5,5
2015-12-31,49,-0.02629215143222355,0.16777191235915648,0.264973405788822,5,5
2016-01-31,49,-0.019329118948927835,0.1595094788196689,0.2672771796300416,5,5
2016-02-29,49,-0.01927672820331732,0.16249168301898745,0.2808566812966592,5,5
2016-03-31,49,-0.13211470476009815,0.1590874690833476,0.3081173131601125,5,5
2016-04-30,49,-0.09948679263451178,0.1570864422943687,0.3212501100368147,5,5
2016-05-31,49,-0.03480339948126067,0.1525663843881746,0.27527503667109465,5,5
2016-06-30,49,-0.022221423573249622,0.13411270271463951,0.26827742011963146,5,5
2016-07-31,49,0.006429482314830448,0.13532069726177892,0.25870140025190047,5,5
2016-08-31,49,0.02766586837278589,0.22347824804027672,0.28747938401889533,5,5
2016-09-30,49,0.1329694480234719,0.25555959860585203,0.2546186529388781,5,5
2016-10-31,49,0.1887114691000033,0.22157661691157704,0.23660647278349484,5,5
2016-11-30,49,0.12191157368074598,0.24822132331582533,0.2556370982552416,5,5
2016-12-31,49,0.08402702284762967,0.22149799307948362,0.26472808325970193,5,5
2017-01-31,49,0.18225209130008885,0.2546986700423549,0.41875385260397185,5,5
2017-02-28,49,0.2623037219228453,0.23050165229531852,0.4204905492311512,5,5
2017-03-31,49,0.26082075369340746,0.18702170710677155,0.35235869204250536,5,5
2017-04-30,49,0.19605928461757682,0.12316585739882735,0.3042628910732619,5,5
2017-05-31,49,0.16792586020961134,0.10099958043432265,0.24525716615210985,5,5
2017-06-30,49,0.17238378397318757,0.102006964064171,0.2759872617666677,5,5
2017-07-31,49,0.1799817908862041,0.13743310752096694,0.3504430553653302,5,5
2017-08-31,49,0.13999612505947995,0.1322873713381797,0.30045934558772563,5,5
2017-09-30,49,0.15769593423056075,0.11616242836572786,0.28155445218394937,5,5
2017-10-31,49,0.15784398639832253,0.12677773122746805,0.3093066644051654,5,5
2017-11-30,49,0.2214492346105774,0.13201813802225887,0.30620573496641124,5,5
2017-12-31,49,0.17786487684031213,0.14005485884726,0.3429852418772979,5,5
2018-01-31,49,0.2071745477347161,0.1357583646929103,0.3868888329698003,5,5
2018-02-28,49,0.19232468968180297,0.11751981313959788,0.31601616023242873,5,5
2018-03-31,49,0.21285395306216492,0.13508811250874095,0.3180564714315579,5,5
2018-04-30,49,0.1639723447318302,0.1400104587105721,0.3364381915132617,5,5
2018-05-31,49,0.13362408542769175,0.12875414299977397,0.2930453301335845,5,5
2018-06-30,49,0.11929349717645128,0.14741719579166565,0.3816046757210525,5,5
2018-07-31,49,0.13081754205576923,0.16806988515161217,0.38710210821256585,5,5
2018-08-31,49,0.11499145541826282,0.14319868366454638,0.3319835825969331,5,5
2018-09-30,49,0.1507705247582305,0.14299015334578236,0.3496618129935966,5,5
2018-10-31,49,0.13225671471136224,0.1590998653912046,0.36829725387100365,5,5
2018-11-30,49,0.11167178202547035,0.1606474860421202,0.3904623312828156,5,5
2018-12-31,49,-0.013362350489959639,0.13475296345306478,0.30825724673585353,5,5
2019-01-31,49,-0.009650177971141947,0.1364445091025734,0.3164263051897477,5,5
2019-02-28,49,-0.1459334216574648,0.11324639957477102,0.2845817701288148,5,5
2019-03-31,49,-0.029823735293898118,0.11406434026027304,0.24955823508223854,5,5
2019-04-30,49,0.02294946312378959,0.11952302559876278,0.2718410843161192,5,5
2019-05-31,49,0.031107283662976857,0.12344216715759167,0.2970995764672443,5,5
2019-06-30,49,0.045229073112776824,0.13107348848829245,0.3314644067822579,5,5
2019-07-31,49,-0.03185751318662419,0.1354762067313009,0.35416783370495064,5,5
2019-08-31,49,0.014006203659442697,0.11870988097170991,0.294132755722477,5,5
2019-09-30,49,0.010426817001464804,0.12153246260615584,0.2601666411028005,5,5
2019-10-31,49,-0.016812371632806154,0.14724225490682583,0.3668976527206288,5,5
2019-11-30,49,0.0857600801575558,0.14244566414188473,0.3176563318985176,5,5
2019-12-31,49,0.07724998155021476,0.13351027707072688,0.3136400928475229,5,5
2020-01-31,49,0.23378921774461417,0.16628049389005833,0.2754279435909407,5,5
