ism_state,observations,unique_industries,mean_ism_score,median_ism_score,mean_formation_return_12_1,median_formation_return_12_1,p10_formation_return_12_1,p90_formation_return_12_1,mean_current_month_return,median_current_month_return
BOTTOM_DECILE,5923,49,0.0439656052252344,0.0416666666666666,-0.15101611002601997,-0.1187522060629677,-0.44066328877058175,0.08689620680758771,0.006015178119196353,0.0046999999999999
MIDDLE,43439,49,0.5,0.5,0.11424009036651445,0.1095925106257962,-0.15831087292029913,0.3795505492236052,0.010458364988373966,0.0108
TOP_DECILE,5923,49,0.9560343947747657,0.9583333333333334,0.4664934642458163,0.3987378158248742,0.09875559688734725,0.8629760173333579,0.015318031403005233,0.016
