family,comparator,jaccard_similarity,precision_pct,recall_pct,mean_daily_spearman,mean_selected_percentile,share_selected_in_top_decile_pct,overlap_band,support_classification,mechanistic_role,family_jaccard,family_precision,family_recall,family_alignment
Composite,COMPOSITE_TREND_SCORE,0.3410911512074617,34.44274663355936,97.23854922726832,0.7063215140496124,0.8209853130589834,34.44274663355936,MODERATE_DESCRIPTIVE_OVERLAP,SUPPORTED_BY_EVIDENCE,Primary explanatory candidate,,,,0.3410911512074617
Strength,TREND_MAGNITUDE_60,0.3315929246753637,33.722471588195965,95.2050731749404,0.7462192315560092,0.8392221669640224,33.722471588195965,MODERATE_DESCRIPTIVE_OVERLAP,SUPPORTED_BY_EVIDENCE,Secondary supporting component,,,,0.3315929246753637
Smoothness,TREND_EFFICIENCY_60,0.2386870891038598,26.09473784738802,73.67050246432923,0.4723314374552493,0.7139885144885785,26.09473784738802,MODERATE_DESCRIPTIVE_OVERLAP,PLAUSIBLE_BUT_UNTESTED,Secondary supporting component,,,,0.2386870891038598
Persistence,MULTI_HORIZON_AGREEMENT,0.20581016578246,23.496323178301974,62.38842455471254,0.5596858740403879,0.7489987737717764,23.496323178301974,MODERATE_DESCRIPTIVE_OVERLAP,PLAUSIBLE_BUT_UNTESTED,Supporting component,,,,0.20581016578246
Direction,EMA50_GT_EMA200,0.1685926319868601,19.86037627733741,52.73410557065768,0.4724157116187307,0.6805589231782627,19.86037627733741,LOW_DESCRIPTIVE_OVERLAP,NOT_SUPPORTED_BY_EVIDENCE,Weak supporting component,,,,0.1685926319868601
