prev_state_bucket,opt001_state_bucket,count,from_total,pct_from_state
HIGH_OPT_IMPLIED_VOL,HIGH_OPT_IMPLIED_VOL,722,848,0.8514150943396226
HIGH_OPT_IMPLIED_VOL,MID_OPT_IMPLIED_VOL,126,848,0.14858490566037735
LOW_OPT_IMPLIED_VOL,HIGH_OPT_IMPLIED_VOL,2,1324,0.0015105740181268882
LOW_OPT_IMPLIED_VOL,LOW_OPT_IMPLIED_VOL,1136,1324,0.8580060422960725
LOW_OPT_IMPLIED_VOL,MID_OPT_IMPLIED_VOL,186,1324,0.1404833836858006
MID_OPT_IMPLIED_VOL,HIGH_OPT_IMPLIED_VOL,123,2356,0.052207130730050934
MID_OPT_IMPLIED_VOL,LOW_OPT_IMPLIED_VOL,189,2356,0.08022071307300509
MID_OPT_IMPLIED_VOL,MID_OPT_IMPLIED_VOL,2044,2356,0.8675721561969439
