state,count,occupancy_pct,mean_daily_log_return,median_daily_log_return,return_std,positive_return_rate_pct,mean_abs_return,mean_realized_volatility,median_realized_volatility,mean_drawdown_from_peak,worst_drawdown_from_peak,mean_posterior_max
EXPANSION,3288,72.920830,0.0006662121128622305,0.0006939332762622001,0.007317771022501563,56.08272506082725,0.005495294054398321,0.11181217587019254,0.1077251270864835,-0.04160591161229149,-0.3127578087291364,0.9891236186516642
STRESS,1221,27.079170,-0.0004669951022421852,0.0003967510937655,0.021005168630648486,51.35135135135135,0.014866544038244835,0.2892974230138097,0.2408022730106418,-0.14919670194434456,-0.5120361103534676,0.970697322000932

