metric,csm_only,csm_tsm,delta
net_cagr,-0.03044839131210142,-0.03100619183806519,-0.0005578005259637697
net_volatility,0.3309929292759227,0.33755833801888696,0.0065654087429642405
net_sharpe,0.0704787662469911,0.07373533586575796,0.003256569618766858
net_max_drawdown,-0.5924139984775868,-0.5958046809834571,-0.0033906825058702683
