strategy,observations,start,end,total_return,cagr,annualized_volatility,sharpe,sortino,maximum_drawdown,calmar,best_month,worst_month,positive_month_pct,rebalance_events,period,strategy_base
CSM-001_FIRST_THIRD,385,2022-01-04,2023-07-18,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0,FIRST_THIRD,CSM-001
CSM-001xTSM-001_FIRST_THIRD,385,2022-01-04,2023-07-18,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0,FIRST_THIRD,CSM-001xTSM-001
CSM-001_MIDDLE_THIRD,385,2023-07-19,2025-01-29,-0.09411470473912342,-0.062434176698838106,0.1041035037846873,-0.568497607799268,-0.18164932213653118,-0.14065829201628055,-0.44387128411605936,0.0,-0.09411470473912342,0.0,0,MIDDLE_THIRD,CSM-001
CSM-001xTSM-001_MIDDLE_THIRD,385,2023-07-19,2025-01-29,-0.09411470473912342,-0.062434176698838106,0.1041035037846873,-0.568497607799268,-0.18164932213653118,-0.14065829201628055,-0.44387128411605936,0.0,-0.09411470473912342,0.0,0,MIDDLE_THIRD,CSM-001xTSM-001
CSM-001_FINAL_THIRD,384,2025-01-30,2026-08-11,-0.04245633172877106,-0.027998400618769237,0.5641807038020491,0.22943381981130004,0.3440415118550857,-0.5924139984775869,-0.04726154461359933,0.23819695951623765,-0.1692092516618815,0.55,0,FINAL_THIRD,CSM-001
CSM-001xTSM-001_FINAL_THIRD,384,2025-01-30,2026-08-11,-0.044987586932765056,-0.029681070130238907,0.5757487758634492,0.23297710287437912,0.35129686290475154,-0.5958046809834572,-0.049816779017657666,0.23835978548403802,-0.1778499252479646,0.55,0,FINAL_THIRD,CSM-001xTSM-001
