download_start,download_end_exclusive,downloaded_close_columns,downloaded_volume_columns,failed_symbols,selected_observations,selected_with_volume,selected_with_adv20,selected_with_adv60,volume_coverage,adv20_coverage,adv60_coverage
2010-01-01,2026-08-04,503,503,0,185912,185912,185912,185912,1.0,1.0,1.0
