universe_id,selection_order,source_asset_id,symbol,name,exchange,asset_class,status,tradable,selection_rule,history_capable,first_available_bar_date,last_available_bar_date,daily_bar_count,usable_bar_count,coverage_percentage,usable_for_csm_start_date,security_type_assessment,attributes
FUF001_FREE_US_EQUITY_250_V1,38,eac6e562-5b04-4b6a-9abe-7b1e3c9f5008,ALLO,"Allogene Therapeutics, Inc. Common Stock",NASDAQ,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_tradable
FUF001_FREE_US_EQUITY_250_V1,39,93c9d209-0a8f-4a9a-b6af-66876bcfcbeb,ALRM,"Alarm.com Holdings, Inc. Common Stock",NASDAQ,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_tradable
FUF001_FREE_US_EQUITY_250_V1,40,9c377ef8-cfba-48a3-83f2-ee4b91d2fe21,ALT,"Altimmune, Inc. Common Stock",NASDAQ,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_tradable
FUF001_FREE_US_EQUITY_250_V1,41,ce4833e1-c561-492a-aace-7eb451d09e02,AMAT,"Applied Materials, Inc. Common Stock",NASDAQ,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_tradable
FUF001_FREE_US_EQUITY_250_V1,42,f976cf34-2854-4b40-91d7-d846ad3a3633,AMBA,"Ambarella, Inc. Ordinary Shares",NASDAQ,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_tradable
FUF001_FREE_US_EQUITY_250_V1,43,f54d13d4-86f0-4ea3-8c1b-ab21e25ff3ff,AMCX,AMC Global Media Inc. Class A Common Stock,NASDAQ,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_tradable
FUF001_FREE_US_EQUITY_250_V1,44,03fb07bb-5db1-4077-8dea-5d711b272625,AMD,"Advanced Micro Devices, Inc. Common Stock",NASDAQ,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_tradable
FUF001_FREE_US_EQUITY_250_V1,45,201b268b-cde8-4010-9fe3-41d2ac7f1e9c,AMGN,Amgen Inc. Common Stock,NASDAQ,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_tradable
FUF001_FREE_US_EQUITY_250_V1,46,f5021fca-425e-4b09-af64-deb575d21931,AMKR,"Amkor Technology, Inc. Common Stock",NASDAQ,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_tradable
FUF001_FREE_US_EQUITY_250_V1,47,4665ba15-b2ea-434b-9e6d-af198446ad5e,AMPH,"Amphastar Pharmaceuticals, Inc. Common Stock",NASDAQ,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_tradable
FUF001_FREE_US_EQUITY_250_V1,48,69930a89-3f91-401c-8771-a92ff46c9559,AMSC,American Superconductor Corporation Common Stock,NASDAQ,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_tradable
FUF001_FREE_US_EQUITY_250_V1,49,4a29d4bb-3f2c-420a-899b-5351dce8879e,AMTX,"Aemetis, Inc. (DE) Common Stock",NASDAQ,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_tradable
FUF001_FREE_US_EQUITY_250_V1,50,f801f835-bfe6-4a9d-a6b1-ccbb84bfd75f,AMZN,"Amazon.com, Inc. Common Stock",NASDAQ,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_tradable
FUF001_FREE_US_EQUITY_250_V1,51,2e7053d2-eaff-4f03-a506-7aa5f475dca6,ANAB,"AnaptysBio, Inc. Common Stock",NASDAQ,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_tradable
FUF001_FREE_US_EQUITY_250_V1,52,04b736d9-5a2d-43aa-99b8-a92764c9daf2,ANDE,"Andersons, Inc. (The) Common Stock",NASDAQ,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_tradable
FUF001_FREE_US_EQUITY_250_V1,53,08b0ca0a-5353-44dd-9346-badbdb7a58ad,ANGI,Angi Inc. Class A Common Stock,NASDAQ,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_tradable
FUF001_FREE_US_EQUITY_250_V1,54,329802fe-c400-439b-bc8a-7f98107281ff,ANGO,"AngioDynamics, Inc. Common Stock",NASDAQ,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_tradable
FUF001_FREE_US_EQUITY_250_V1,55,f526a517-ec3c-4da6-9682-58effb465ddd,ANNX,"Annexon, Inc. Common Stock",NASDAQ,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_tradable
FUF001_FREE_US_EQUITY_250_V1,56,6f825c9d-e839-4539-a64e-cfa7fd71015b,APA,APA Corporation Common Stock,NASDAQ,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_tradable
FUF001_FREE_US_EQUITY_250_V1,57,6986c745-f1c7-4ec1-a37e-3d00c276fdd2,APOG,"Apogee Enterprises, Inc. Common Stock",NASDAQ,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_tradable
FUF001_FREE_US_EQUITY_250_V1,58,e4ed6b4b-d254-4b51-9376-114e83d11ed3,APPF,"AppFolio, Inc. Class A Common Stock",NASDAQ,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_tradable
FUF001_FREE_US_EQUITY_250_V1,59,d40bf97f-b354-4b1e-a691-9dfeb6067652,APPN,Appian Corporation Class A Common Stock,NASDAQ,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_tradable
FUF001_FREE_US_EQUITY_250_V1,60,a3f6daaa-b2f2-4973-9eeb-a6c4f397c044,APPS,"Digital Turbine, Inc. Common Stock",NASDAQ,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_tradable
FUF001_FREE_US_EQUITY_250_V1,61,03e488a8-46db-4a17-bd5a-7571f9f48eb1,ARAY,Accuray Incorporated Common Stock,NASDAQ,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_tradable
FUF001_FREE_US_EQUITY_250_V1,62,b5147342-a726-4a8d-a235-26c6164bcff0,ARCB,ArcBest Corporation Common Stock,NASDAQ,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_tradable
FUF001_FREE_US_EQUITY_250_V1,63,b183f6a9-9f0c-430f-9b32-9b230d4e521b,ARCC,Ares Capital Corporation Common Stock,NASDAQ,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_tradable
FUF001_FREE_US_EQUITY_250_V1,64,16dde8a1-5755-456a-a40e-04271df46f0e,ARCT,Arcturus Therapeutics Holdings Inc. Common Stock,NASDAQ,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_tradable
FUF001_FREE_US_EQUITY_250_V1,65,d750f702-e523-4912-b227-a6d343d47aa9,ARKO,ARKO Corp. Common Stock,NASDAQ,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_tradable
FUF001_FREE_US_EQUITY_250_V1,66,2cf4f71c-d90f-4e0b-92be-8c4dd24a0c11,ARQT,"Arcutis Biotherapeutics, Inc. Common Stock",NASDAQ,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_tradable
FUF001_FREE_US_EQUITY_250_V1,67,fc5dacba-4890-4e7c-bf8e-edbdce826fb8,ARRY,"Array Technologies, Inc. Common Stock",NASDAQ,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_tradable
FUF001_FREE_US_EQUITY_250_V1,68,885b161a-89cf-471e-9d4f-8454fd7d48c3,ARVN,"Arvinas, Inc. Common Stock",NASDAQ,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_tradable
FUF001_FREE_US_EQUITY_250_V1,69,69c43ee8-7b78-4e1c-9c00-0fc76a5b72fc,ARWR,"Arrowhead Pharmaceuticals, Inc. Common Stock",NASDAQ,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_tradable
FUF001_FREE_US_EQUITY_250_V1,70,6082378d-ba94-4bb7-a49e-ebe714131ca8,ASML,ASML Holding N.V. New York Registry Shares,NASDAQ,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_tradable
