universe_id,selection_order,source_asset_id,symbol,name,exchange,asset_class,status,tradable,selection_rule,history_capable,first_available_bar_date,last_available_bar_date,daily_bar_count,usable_bar_count,coverage_percentage,usable_for_csm_start_date,security_type_assessment,attributes
FUF001_FREE_US_EQUITY_250_V1,1,41b54729-8470-4593-be38-b3a681871f81,AAL,American Airlines Group Inc. Common Stock,NASDAQ,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_tradable
FUF001_FREE_US_EQUITY_250_V1,2,85e18d9a-652b-49f6-87fd-841d571602df,AAON,"AAON, Inc. Common Stock",NASDAQ,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_tradable
FUF001_FREE_US_EQUITY_250_V1,3,b0b6dd9d-8b9b-48a9-ba46-b9d54906e415,AAPL,Apple Inc. Common Stock,NASDAQ,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_tradable
FUF001_FREE_US_EQUITY_250_V1,4,0b666f8b-ad53-4c8e-b200-a47693ab24bf,ABCB,Ameris Bancorp,NYSE,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_tradable
FUF001_FREE_US_EQUITY_250_V1,5,2652df43-e5bd-4504-80f2-4d4d672090bd,ABCL,AbCellera Biologics Inc. Common Shares,NASDAQ,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_tradable
FUF001_FREE_US_EQUITY_250_V1,6,403113aa-7838-4345-dd32-d63a5f9da70b,ABNB,"Airbnb, Inc. Class A Common Stock",NASDAQ,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_tradable
FUF001_FREE_US_EQUITY_250_V1,7,0f148c0c-7f48-4453-ad89-379f25c3cfea,ABUS,Arbutus Biopharma Corporation Common Stock,NASDAQ,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_tradable
FUF001_FREE_US_EQUITY_250_V1,8,c42feb70-c4a1-48a3-869b-d94eb3998f6e,ACGL,Arch Capital Group Ltd. Common Stock,NASDAQ,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_tradable
FUF001_FREE_US_EQUITY_250_V1,9,ab41d7a3-9cb3-47a3-bd32-3db84a6d4806,ACHC,"Acadia Healthcare Company, Inc. Common Stock",NASDAQ,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_tradable
FUF001_FREE_US_EQUITY_250_V1,10,0f0cb890-5126-41a8-8755-b6ee60b6bb0e,ACIW,"ACI Worldwide, Inc. Common Stock",NASDAQ,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_tradable
FUF001_FREE_US_EQUITY_250_V1,11,82ea58a2-4bf9-424d-b00a-c718f7e07836,ACLS,"Axcelis Technologies, Inc. Common Stock",NASDAQ,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_tradable
FUF001_FREE_US_EQUITY_250_V1,12,12774bd5-d688-43b4-b4eb-faea73c7d0fa,ACMR,"ACM Research, Inc. Class A Common Stock",NASDAQ,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_tradable
FUF001_FREE_US_EQUITY_250_V1,13,3a353cfc-aca3-470a-b987-588e1f4a9751,ACRS,"Aclaris Therapeutics, Inc. Common Stock",NASDAQ,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_tradable
FUF001_FREE_US_EQUITY_250_V1,14,2ac633b5-b3a7-4ba6-975d-f0f1e12dd1e4,ADBE,Adobe Inc. Common Stock,NASDAQ,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_tradable
FUF001_FREE_US_EQUITY_250_V1,15,57898509-67e0-43e1-9dd3-33839d6401f2,ADEA,Adeia Inc. Common Stock,NASDAQ,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_tradable
FUF001_FREE_US_EQUITY_250_V1,16,e72fbd29-be6b-43c2-80c6-b6e80d5b23db,ADI,"Analog Devices, Inc. Common Stock",NASDAQ,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_tradable
FUF001_FREE_US_EQUITY_250_V1,17,8ece6223-c699-4d88-b50f-4170ed6fd724,ADMA,ADMA Biologics Inc Common Stock,NASDAQ,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_tradable
FUF001_FREE_US_EQUITY_250_V1,18,6ca2e51d-21df-4ff0-a134-abfdbe084142,ADP,"Automatic Data Processing, Inc. Common Stock",NASDAQ,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_tradable
FUF001_FREE_US_EQUITY_250_V1,19,6e1ee27c-582e-4d0c-bf03-9dbb4f6cef6a,ADPT,Adaptive Biotechnologies Corporation Common Stock,NASDAQ,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_tradable
FUF001_FREE_US_EQUITY_250_V1,20,a21ecb08-ff55-4c19-94d3-a8d607d91be8,ADSK,"Autodesk, Inc. Common Stock",NASDAQ,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_tradable
FUF001_FREE_US_EQUITY_250_V1,21,a18a1262-cfa0-4e86-a555-c885e7b87e5a,ADTN,"ADTRAN Holdings, Inc. Common Stock",NASDAQ,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_tradable
FUF001_FREE_US_EQUITY_250_V1,22,2cc5ff82-fd0c-4c65-881c-ad748298d42a,ADV,Advantage Solutions Inc. Class A Common Stock,NASDAQ,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_tradable
FUF001_FREE_US_EQUITY_250_V1,23,80149eab-4700-4a98-ba25-2fff713c38ca,AEIS,"Advanced Energy Industries, Inc. Common Stock",NASDAQ,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_tradable
FUF001_FREE_US_EQUITY_250_V1,24,90e9c946-6323-49a4-be69-116f04fec288,AEP,"American Electric Power Company, Inc. Common Stock",NASDAQ,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_tradable
FUF001_FREE_US_EQUITY_250_V1,25,177c72c9-99a2-4c98-96cc-c782f83dd45d,AGEN,Agenus Inc. Common Stock,NASDAQ,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_halted
FUF001_FREE_US_EQUITY_250_V1,26,00f336cc-8448-4c78-aba4-be5e38b4b102,AGIO,"Agios Pharmaceuticals, Inc. Common Stock",NASDAQ,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_tradable
FUF001_FREE_US_EQUITY_250_V1,27,7c719276-2ed5-4cec-a0f8-1a74c5dc484f,AGNC,AGNC Investment Corp. Common Stock,NASDAQ,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_tradable
FUF001_FREE_US_EQUITY_250_V1,28,8b38e07c-1b9e-49f7-a4e7-aa597b799146,AGNT,"AGNT, Inc. Common Stock",NASDAQ,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_tradable
FUF001_FREE_US_EQUITY_250_V1,29,54583565-a561-472d-85de-a2a30470af64,AHCO,AdaptHealth Corp. Common Stock,NASDAQ,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_tradable
FUF001_FREE_US_EQUITY_250_V1,30,b8af2065-5072-453b-9d95-5c3934c2fba7,AKAM,"Akamai Technologies, Inc. Common Stock",NASDAQ,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_tradable
FUF001_FREE_US_EQUITY_250_V1,31,03d52475-5033-4a90-be28-2d3c174f0e86,AKBA,"Akebia Therapeutics, Inc. Common Stock",NASDAQ,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_tradable
FUF001_FREE_US_EQUITY_250_V1,32,0f617181-38fb-4f29-9029-4e8948d383f2,ALDX,"Aldeyra Therapeutics, Inc. Common Stock",NASDAQ,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_tradable
FUF001_FREE_US_EQUITY_250_V1,33,76325347-e438-4483-ba55-222dc32022a8,ALEC,"Alector, Inc. Common Stock",NASDAQ,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_tradable
FUF001_FREE_US_EQUITY_250_V1,34,ac4b1970-44ac-4584-a2bc-081b1afe2430,ALGM,"Allegro MicroSystems, Inc. Common Stock",NASDAQ,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_tradable
FUF001_FREE_US_EQUITY_250_V1,35,53833666-cd3e-442c-8d59-3c4af8ce7aa4,ALGN,"Align Technology, Inc. Common Stock",NASDAQ,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_tradable
FUF001_FREE_US_EQUITY_250_V1,36,5823671d-c4d2-4981-b21b-62ddcb304f5b,ALGT,Allegiant Travel Company Common Stock,NASDAQ,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_tradable
FUF001_FREE_US_EQUITY_250_V1,37,c8309058-b324-4afc-af7d-b45f288c975e,ALKS,Alkermes plc Ordinary Shares,NASDAQ,us_equity,active,True,RRV002_FREE_US_EQUITY_250 deterministic non-performance selection,YES,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,COMMON_STOCK_COMPATIBLE,fractional_eh_enabled|has_options|overnight_tradable
