horizon_days,observations,r2_csm_only,r2_tsm_only,r2_both,incremental_r2_tsm_beyond_csm,incremental_r2_csm_beyond_tsm,spearman_csm_future_return,spearman_tsm_future_return,spearman_csm_tsm
21,1758361,1.7416865355279754e-05,0.0008542081546143443,0.0018372442124510169,0.0018198273470957371,0.0009830360578366726,0.00544713720623356,-0.022670878337420576,0.6616224291365291
63,1737403,8.05211758057034e-05,0.0019429254962425313,0.004504926167986478,0.004424404992180775,0.002562000671743947,0.002811442845256931,-0.04129031305928993,0.6595685717310942
126,1705966,0.00015397886862533738,0.002232293823793974,0.00554778333154704,0.005393804462921703,0.0033154895077530666,0.008728491166378352,-0.039180771248844296,0.6565894142366485
