variable,count,mean,median,std,min,p05,p25,p75,p95,max,missing_pct
crd001_hy_oas,781,3.172842509603073,3.1,0.44043438229450954,2.59,2.67,2.84,3.35,4.04,4.61,0.0
crd001_zscore_252d,530,-0.4856423970012558,-0.5740482760074028,1.0669312209693285,-2.68670610296956,-2.015535940960126,-1.1023907941625315,-0.059257441687434395,1.4053033258193464,5.25549502356865,0.3213828425096031
crd001_percentile_252d,530,0.3733827493261455,0.3293650793650793,0.2832169982406369,0.0039682539682539,0.0158730158730158,0.1200396825396825,0.5813492063492064,0.9148809523809522,1.0,0.3213828425096031
