vol_state_bucket,observations,overnight_contribution_mean,open_close_contribution_mean,range_contribution_mean,overnight_share_mean,open_close_share_mean,range_share_mean,overnight_abs_mean,open_close_abs_mean,rs_component_mean
HIGH_VOL_TOP20,751,0.0001415613369558391,2.4766645299645702e-05,0.0001699502010904017,0.3587832681214926,0.09136758709685211,0.549849144781756,0.007782715574959471,0.009129779692793662,0.000198229466966415
LOW_VOL_BOTTOM20,751,1.2225322932777967e-05,3.4421571877881007e-06,2.1743212240508014e-05,0.3161802212078505,0.09081730599799738,0.5930024727941463,0.0025931702079021687,0.0037556670441568525,2.540216039135691e-05
MIDDLE_60,2251,2.9208541632217723e-05,6.25267485998815e-06,4.1842088809953806e-05,0.35183870530703437,0.08666924399901436,0.5614920506939685,0.003697504333120825,0.004936833104073981,4.820932381251351e-05
