segment,observations,volatility_mean,volatility_median,zscore_mean,percentile_mean,abs_daily_return_mean,daily_return_mean,overnight_abs_mean,open_to_close_abs_mean,rs_component_mean,drawdown_mean,drawdown_min,positive_return_share
LOW_VOL_BOTTOM20,751,0.09337004632918537,0.0896674691457182,-1.2712226342913786,0.0747468983154735,0.004599267236370494,0.0006088365470451736,0.0025931702079021687,0.0037556670441568525,2.5402160391356912e-05,-0.02295302896930226,-0.18023104709611903,0.5739014647137151
MIDDLE_60,2251,0.13171243568611904,0.119277205398576,-0.295456457227343,0.45590495934787356,0.006238601625080178,0.0006062697940087421,0.003697504333120825,0.004936833104073981,4.8209323812513504e-05,-0.02776734218420974,-0.24365099819591207,0.5504220346512662
HIGH_VOL_TOP20,751,0.25568234985328414,0.2310545986523286,2.146848956852732,0.9101726798131593,0.012529459284111425,0.00016112634965339447,0.007782715574959471,0.009129779692793662,0.000198229466966415,-0.08496035417500085,-0.3371724134041141,0.5366178428761651
