breadth_state,observations,avg_breadth,median_breadth,avg_coverage,avg_spy_return_20d,avg_spy_return_60d,pct_spy_above_sma200,avg_spy_distance_sma200,avg_spy_realized_vol_20d,avg_spy_drawdown_52w,avg_spy_trend_spread_50_200
HIGH_BREADTH,765,0.8707912182270587,0.8698347107,0.901074598170196,0.02471162033675778,0.06866602283801825,1.0,0.10117389199097063,0.10776178470706067,-0.006806159796378086,0.06989265770892865
LOW_BREADTH,766,0.3646640900361749,0.38534540575,0.9428001183549609,-0.016166421592201063,-0.04237051245276877,0.20496083550913838,-0.04112490594428207,0.26071033686806405,-0.11372930111344359,-0.019746060995731552
MID_BREADTH,2293,0.6978186898290886,0.7068965517,0.9343346809669428,0.014233896092518869,0.042478660454798284,0.9803750545137374,0.05886787708729309,0.12017268588795656,-0.024175811310382406,0.041508323743724714
