event_date_requested,nearest_trading_date,event_label,breadth,breadth_state,spy_above_sma200,spy_distance_sma200,spy_realized_vol_20d,spy_drawdown_52w
2011-08-08,2011-08-08,US debt downgrade / euro stress period,0.07276995305,LOW_BREADTH,False,-0.12825504729660667,0.30583489657616725,-0.17716038874963147
2018-12-24,2018-12-24,Q4 2018 selloff period,0.09936575053,LOW_BREADTH,False,-0.14755744287515812,0.2468446709437203,-0.20178483869435326
2020-03-23,2020-03-23,COVID crash low period,0.03541666667,LOW_BREADTH,False,-0.26494382982854253,0.8235342680661994,-0.3410474689324394
2021-11-08,2021-11-08,high participation expansion period,0.7700205339,MID_BREADTH,True,0.10986366026416786,0.07278758038709238,0.0
2022-06-16,2022-06-16,2022 bear-market stress period,0.1221995927,LOW_BREADTH,False,-0.16941622904642922,0.29204545761287287,-0.23248414214722857
2024-07-16,2024-07-16,2024 broad participation period,0.8036437247,MID_BREADTH,True,0.14834369257121402,0.07482017409031944,0.0
