construct_id,MR-001,LIQ-001,VOL-001,BRD-001,COR-001,CRD-001,FUND-001,OPT-001
MR-001,4509.0,3753.0,3753.0,3573.0,3712.0,368.0,3871.0,4509.0
LIQ-001,3753.0,3753.0,3753.0,3573.0,3712.0,368.0,3166.0,3753.0
VOL-001,3753.0,3753.0,3753.0,3573.0,3712.0,368.0,3166.0,3753.0
BRD-001,3573.0,3573.0,3573.0,3573.0,3573.0,367.0,2989.0,3573.0
COR-001,3712.0,3712.0,3712.0,3573.0,3712.0,367.0,3126.0,3712.0
CRD-001,368.0,368.0,368.0,367.0,367.0,530.0,262.0,524.0
FUND-001,3871.0,3166.0,3166.0,2989.0,3126.0,262.0,6463.0,6459.0
OPT-001,4509.0,3753.0,3753.0,3573.0,3712.0,524.0,6459.0,8988.0
