strategy,observations,start,end,total_return,cagr,annualized_volatility,sharpe,sortino,maximum_drawdown,calmar,best_month,worst_month,positive_month_pct,rebalance_events,period,strategy_base
CSM-001_FIRST_THIRD,385,2022-01-04,2023-07-18,0.11565474500100681,0.07399058529270053,0.27218418908712916,0.3995691008691869,0.5998269968923662,-0.2983243867204929,0.24802057286058898,0.1078939412109885,-0.1506947957798993,0.631578947368421,0,FIRST_THIRD,CSM-001
CSM-001xTSM-001_FIRST_THIRD,385,2022-01-04,2023-07-18,0.11565474500100681,0.07399058529270053,0.27218418908712916,0.3995691008691869,0.5998269968923662,-0.2983243867204929,0.24802057286058898,0.1078939412109885,-0.1506947957798993,0.631578947368421,0,FIRST_THIRD,CSM-001xTSM-001
CSM-001_MIDDLE_THIRD,385,2023-07-19,2025-01-29,-0.014856165035786018,-0.009714867708209285,0.30086751375882564,0.11803429790300787,0.18708183718470192,-0.23031382455057203,-0.04218100119333525,0.18821423490042943,-0.12248744747031459,0.5263157894736842,0,MIDDLE_THIRD,CSM-001
CSM-001xTSM-001_MIDDLE_THIRD,385,2023-07-19,2025-01-29,-0.014856165035786018,-0.009714867708209285,0.30086751375882564,0.11803429790300787,0.18708183718470192,-0.23031382455057203,-0.04218100119333525,0.18821423490042943,-0.12248744747031459,0.5263157894736842,0,MIDDLE_THIRD,CSM-001xTSM-001
CSM-001_FINAL_THIRD,384,2025-01-30,2026-08-11,0.4998952728801511,0.3038997083960646,0.34511347197363823,0.9439394494100064,1.4012115689866305,-0.30079429909987765,1.0103240297621328,0.14763544835433695,-0.14927617969006035,0.75,0,FINAL_THIRD,CSM-001
CSM-001xTSM-001_FINAL_THIRD,384,2025-01-30,2026-08-11,0.4998952728801511,0.3038997083960646,0.34511347197363823,0.9439394494100064,1.4012115689866305,-0.30079429909987765,1.0103240297621328,0.14763544835433695,-0.14927617969006035,0.75,0,FINAL_THIRD,CSM-001xTSM-001
