strategy,observations,start,end,total_return,cagr,annualized_volatility,sharpe,sortino,maximum_drawdown,calmar,best_month,worst_month,positive_month_pct,rebalance_events,metric_type
CSM-001,1154,2022-01-04,2026-08-11,0.6485054874553267,0.11480210042415862,0.3075850620934488,0.508906084207366,0.771352435298836,-0.36739036828742977,0.31247988606588234,0.18821423490042943,-0.1506947957798993,0.625,56,net
CSM-001xTSM-001,1154,2022-01-04,2026-08-11,0.6485054874553267,0.11480210042415862,0.3075850620934488,0.508906084207366,0.771352435298836,-0.36739036828742977,0.31247988606588234,0.18821423490042943,-0.1506947957798993,0.625,56,net
SPY,1154,2022-01-04,2026-08-11,0.6128100470957636,0.10950896611964689,0.1728375619579544,0.6903433429990858,0.9596365265221518,-0.25331434435671396,0.43230463871969993,0.10504214606534124,-0.09592265445065984,0.625,56,benchmark
