metric,csm_only,csm_tsm,delta
net_cagr,0.11480210042415862,0.11480210042415862,0.0
net_volatility,0.3075850620934488,0.3075850620934488,0.0
net_sharpe,0.508906084207366,0.508906084207366,0.0
net_max_drawdown,-0.36739036828742977,-0.36739036828742977,0.0
