rsm_state,observations,unique_tickers,mean_rsm_score,median_rsm_score,mean_rsm_percentile,mean_residual_sum_12_1,mean_residual_vol_36m,median_residual_vol_36m,mean_raw_return_12_1,median_raw_return_12_1,mean_raw_momentum_percentile,mean_excess_return_current_month,mean_residual_return_current_month
BOTTOM_DECILE,6679,477,-5.6544665452268665,-5.402360438771694,0.049539878359221856,-0.3716616720368884,0.06603930041609335,0.0591344986033692,-0.12651578097128138,-0.12974509167048276,0.1585474054792061,0.012396640099513896,0.0020960220278866976
MIDDLE,52754,492,-0.2917467601718369,-0.2580119987347717,0.5,-0.019498944065683525,0.06584737054636945,0.059966980040420254,0.1432416656727735,0.1251294294802262,0.4988811773070143,0.011611582856393543,-0.0019173638737165577
TOP_DECILE,6679,477,5.025545781919752,4.773351772817293,0.9504601216407781,0.36325126028081295,0.07167029795615959,0.0624367550527199,0.554190005972682,0.4516295516605462,0.8502896019089907,0.013939687851080728,-0.0037388095711239438
