month,eligible_count,spearman_rsm_vs_raw_momentum,pearson_rsm_score_vs_raw_return_12_1
2022-08-31,475,0.7459589405382406,0.7535663908795514
2022-09-30,476,0.7630111905735482,0.7486228205284339
2022-10-31,476,0.8296356874428022,0.7906712746893834
2022-11-30,476,0.781671381561562,0.7632986234333954
2022-12-31,476,0.8217307975821909,0.7853203338961553
2023-01-31,477,0.8023511765170266,0.7761562720600992
2023-02-28,477,0.822580741462133,0.7892542368010873
2023-03-31,477,0.7991909323925354,0.769540414892691
2023-04-30,480,0.8046420557380891,0.7611949000306256
2023-05-31,480,0.7940198308152379,0.7541518566903694
2023-06-30,482,0.6953371703507011,0.6970961303678109
2023-07-31,483,0.7833099854076351,0.6726392202079728
2023-08-31,483,0.7918888305042832,0.7099353981000395
2023-09-30,483,0.7980356857974819,0.7057825550956855
2023-10-31,484,0.8017911187056699,0.7106678925517556
2023-11-30,484,0.7317679346040048,0.6667242725760225
2023-12-31,484,0.6826951134518062,0.6380645464019632
2024-01-31,484,0.7269725669790865,0.632473461617497
2024-02-29,484,0.7363920542193635,0.659273207206597
2024-03-31,484,0.7052802704406143,0.6224007512821156
2024-04-30,486,0.8205022581519401,0.5916431759228332
2024-05-31,486,0.8361794071073831,0.5441317486767387
2024-06-30,486,0.7863463412607128,0.6488452035624206
2024-07-31,486,0.7775290818242615,0.7030575620853458
2024-08-31,486,0.719122330131595,0.6650874276047114
2024-09-30,486,0.7743715108801865,0.7198553759236265
2024-10-31,487,0.764420157862781,0.6877037041521615
2024-11-30,487,0.7307762397107221,0.5791326396037993
2024-12-31,487,0.8007509141753597,0.5586292913667757
2025-01-31,489,0.814979259329197,0.6576701602100566
2025-02-28,489,0.8212563653642088,0.6398507123341702
2025-03-31,490,0.8389463325969875,0.7377532640702136
2025-04-30,490,0.8486317251276706,0.7608254182374943
2025-05-31,492,0.853277664159794,0.7392015259571464
2025-06-30,492,0.845266949754967,0.6885327991057436
2025-07-31,492,0.8487299667905442,0.6716761952461346
2025-08-31,493,0.8060100216099351,0.6483000792189256
2025-09-30,493,0.8324332698862378,0.6591643931035823
2025-10-31,493,0.830155103211526,0.6867203086443601
2025-11-30,493,0.8109042543070148,0.6696800283972606
2025-12-31,493,0.7938187052826666,0.7330474411894029
